product_code,customer_code,market_code,order_date,sales_qty,sales_amount,cost_price,profit,profit_margin,Revenue,Total Expense (COGS),Net Income,Total Equity,Total Assets ,Operating Income ,Gross Margin,Net Margin,Ratio of Equity,Ratio of Assets,Operating  Margin 
Prod207,Cus010,Mark003,11-10-2020,3,2972,3566.4,-594.4,-0.2,8916,10699.2,-1783.2,5349.6,6538.4,8321.6,-0.2,-20,-33.33,-27.27,93.33
Prod238,Cus010,Mark003,11-10-2020,3,7991,8870.01,-879.01,-0.11,23973,26610.03,-2637.03,15102.99,16861.01,23093.99,-0.11,-11,-17.46,-15.64,96.33
Prod252,Cus005,Mark004,11-10-2020,3,486,383.94,102.06,0.21,1458,1151.82,306.18,1074.06,869.94,1560.06,0.21,21,28.51,35.2,107
Prod106,Cus008,Mark002,11-10-2020,3,1940,1532.6,407.4,0.21,5820,4597.8,1222.2,4287.4,3472.6,6227.4,0.21,21,28.51,35.2,107
Prod218,Cus008,Mark002,11-10-2020,3,2306,1452.78,853.22,0.37,6918,4358.34,2559.66,5465.22,3758.78,7771.22,0.37,37,46.84,68.1,112.33
Prod105,Cus001,Mark010,11-10-2020,3,611,458.25,152.75,0.25,1833,1374.75,458.25,1374.75,1069.25,1985.75,0.25,25,33.33,42.86,108.33
Prod238,Cus001,Mark010,11-10-2020,3,208,262.08,-54.08,-0.26,624,786.24,-162.24,361.92,470.08,569.92,-0.26,-26,-44.83,-34.51,91.33
Prod240,Cus001,Mark010,11-10-2020,3,278,225.18,52.82,0.19,834,675.54,158.46,608.82,503.18,886.82,0.19,19,26.03,31.49,106.33
Prod092,Cus003,Mark014,11-10-2020,150,5523,7014.21,-1491.21,-0.27,828450,1052131.5,-223681.5,821435.79,12537.21,826958.79,-0.27,-27,-27.23,-1784.14,99.82
Prod093,Cus003,Mark014,11-10-2020,4,481,538.72,-57.72,-0.12,1924,2154.88,-230.88,1385.28,1019.72,1866.28,-0.12,-12,-16.67,-22.64,97
Prod026,Cus030,Mark007,11-10-2020,43,23764,30655.56,-6891.56,-0.29,1021852,1318189.08,-296337.08,991196.44,54419.56,1014960.44,-0.29,-29,-29.9,-544.54,99.33
Prod254,Cus006,Mark007,11-10-2020,9,1194,823.86,370.14,0.31,10746,7414.74,3331.26,9922.14,2017.86,11116.14,0.31,31,33.57,165.09,103.44
Prod053,Cus035,Mark007,11-10-2020,5,1616,1632.16,-16.16,-0.01,8080,8160.8,-80.8,6447.84,3248.16,8063.84,-0.01,-1,-1.25,-2.49,99.8
Prod234,Cus006,Mark007,11-10-2020,5,4648,4880.4,-232.4,-0.05,23240,24402,-1162,18359.6,9528.4,23007.6,-0.05,-5,-6.33,-12.2,99
Prod093,Cus001,Mark010,11-10-2020,47,4139,3228.42,910.58,0.22,194533,151735.74,42797.26,191304.58,7367.42,195443.58,0.22,22,22.37,580.9,100.47
Prod090,Cus001,Mark010,11-10-2020,67,4023,4827.6,-804.6,-0.2,269541,323449.2,-53908.2,264713.4,8850.6,268736.4,-0.2,-20,-20.36,-609.09,99.7
Prod251,Cus001,Mark010,11-10-2020,11,1292,1266.16,25.84,0.02,14212,13927.76,284.24,12945.84,2558.16,14237.84,0.02,2,2.2,11.11,100.18
Prod260,Cus001,Mark010,11-10-2020,74,8153,9131.36,-978.36,-0.12,603322,675720.64,-72398.64,594190.64,17284.36,602343.64,-0.12,-12,-12.18,-418.87,99.84
Prod241,Cus001,Mark010,11-10-2020,81,7574,6286.42,1287.58,0.17,613494,509200.02,104293.98,607207.58,13860.42,614781.58,0.17,17,17.18,752.46,100.21
Prod101,Cus022,Mark002,11-10-2020,13,3403,2858.52,544.48,0.16,44239,37160.76,7078.24,41380.48,6261.52,44783.48,0.16,16,17.11,113.04,101.23
Prod226,Cus022,Mark002,11-10-2020,30,46037,62149.95,-16112.95,-0.35,1381110,1864498.5,-483388.5,1318960.05,108186.95,1364997.05,-0.35,-35,-36.65,-446.81,98.83
Prod117,Cus022,Mark002,11-10-2020,16,2130,2747.7,-617.7,-0.29,34080,43963.2,-9883.2,31332.3,4877.7,33462.3,-0.29,-29,-31.54,-202.62,98.19
Prod212,Cus029,Mark002,11-10-2020,5,6014,6434.98,-420.98,-0.07,30070,32174.9,-2104.9,23635.02,12448.98,29649.02,-0.07,-7,-8.91,-16.91,98.6
Prod234,Cus029,Mark002,11-10-2020,27,28394,30097.64,-1703.64,-0.06,766638,812636.28,-45998.28,736540.36,58491.64,764934.36,-0.06,-6,-6.25,-78.64,99.78
Prod218,Cus029,Mark002,11-10-2020,67,63991,40314.33,23676.67,0.37,4287397,2701060.11,1586336.89,4247082.67,104305.33,4311073.67,0.37,37,37.35,1520.86,100.55
Prod114,Cus019,Mark011,11-10-2020,7,1472,1884.16,-412.16,-0.28,10304,13189.12,-2885.12,8419.84,3356.16,9891.84,-0.28,-28,-34.27,-85.96,96
Prod238,Cus019,Mark011,11-10-2020,8,319,248.82,70.18,0.22,2552,1990.56,561.44,2303.18,567.82,2622.18,0.22,22,24.38,98.88,102.75
Prod250,Cus019,Mark011,11-10-2020,16,1000,1060,-60,-0.06,16000,16960,-960,14940,2060,15940,-0.06,-6,-6.43,-46.6,99.63
Prod105,Cus019,Mark011,11-10-2020,5,1120,1400,-280,-0.25,5600,7000,-1400,4200,2520,5320,-0.25,-25,-33.33,-55.56,95
Prod113,Cus021,Mark011,11-10-2020,7,1537,1229.6,307.4,0.2,10759,8607.2,2151.8,9529.4,2766.6,11066.4,0.2,20,22.58,77.78,102.86
Prod100,Cus021,Mark011,11-10-2020,13,3704,2407.6,1296.4,0.35,48152,31298.8,16853.2,45744.4,6111.6,49448.4,0.35,35,36.84,275.76,102.69
Prod117,Cus019,Mark011,11-10-2020,4,403,503.75,-100.75,-0.25,1612,2015,-403,1108.25,906.75,1511.25,-0.25,-25,-36.36,-44.44,93.75
Prod134,Cus021,Mark011,11-10-2020,4,1375,1045,330,0.24,5500,4180,1320,4455,2420,5830,0.24,24,29.63,54.55,106
Prod053,Cus017,Mark011,11-10-2020,12,3741,3778.41,-37.41,-0.01,44892,45340.92,-448.92,41113.59,7519.41,44854.59,-0.01,-1,-1.09,-5.97,99.92
Prod053,Cus021,Mark011,11-10-2020,18,4597,5102.67,-505.67,-0.11,82746,91848.06,-9102.06,77643.33,9699.67,82240.33,-0.11,-11,-11.72,-93.84,99.39
Prod053,Cus019,Mark011,11-10-2020,11,2264,2309.28,-45.28,-0.02,24904,25402.08,-498.08,22594.72,4573.28,24858.72,-0.02,-2,-2.2,-10.89,99.82
Prod218,Cus010,Mark003,11-10-2020,15,18171,20896.65,-2725.65,-0.15,272565,313449.75,-40884.75,251668.35,39067.65,269839.35,-0.15,-15,-16.25,-104.65,99
Prod060,Cus035,Mark003,11-10-2020,8,2532,2177.52,354.48,0.14,20256,17420.16,2835.84,18078.48,4709.52,20610.48,0.14,14,15.69,60.22,101.75
Prod060,Cus010,Mark003,11-10-2020,19,8269,10667.01,-2398.01,-0.29,157111,202673.19,-45562.19,146443.99,18936.01,154712.99,-0.29,-29,-31.11,-240.61,98.47
Prod133,Cus013,Mark003,11-10-2020,12,13995,17073.9,-3078.9,-0.22,167940,204886.8,-36946.8,150866.1,31068.9,164861.1,-0.22,-22,-24.49,-118.92,98.17
Prod234,Cus013,Mark003,11-10-2020,13,18556,17442.64,1113.36,0.06,241228,226754.32,14473.68,223785.36,35998.64,242341.36,0.06,6,6.47,40.21,100.46
Prod234,Cus010,Mark003,11-10-2020,8,10773,8510.67,2262.33,0.21,86184,68085.36,18098.64,77673.33,19283.67,88446.33,0.21,21,23.3,93.85,102.63
Prod062,Cus010,Mark003,11-10-2020,4,1773,1577.97,195.03,0.11,7092,6311.88,780.12,5514.03,3350.97,7287.03,0.11,11,14.15,23.28,102.75
Prod113,Cus010,Mark003,11-10-2020,4,1347,1279.65,67.35,0.05,5388,5118.6,269.4,4108.35,2626.65,5455.35,0.05,5,6.56,10.26,101.25
Prod226,Cus010,Mark003,11-10-2020,4,9472,9472,0,0,37888,37888,0,28416,18944,37888,0,0,0,0,100
Prod207,Cus027,Mark003,11-10-2020,7,8644,5618.6,3025.4,0.35,60508,39330.2,21177.8,54889.4,14262.6,63533.4,0.35,35,38.58,148.48,105
Prod218,Cus027,Mark003,11-10-2020,7,10801,13609.26,-2808.26,-0.26,75607,95264.82,-19657.82,61997.74,24410.26,72798.74,-0.26,-26,-31.71,-80.53,96.29
Prod234,Cus027,Mark003,11-10-2020,7,11736,10914.48,821.52,0.07,82152,76401.36,5750.64,71237.52,22650.48,82973.52,0.07,7,8.07,25.39,101
Prod098,Cus028,Mark003,11-10-2020,7,833,741.37,91.63,0.11,5831,5189.59,641.41,5089.63,1574.37,5922.63,0.11,11,12.6,40.74,101.57
Prod218,Cus004,Mark003,11-10-2020,7,10801,14257.32,-3456.32,-0.32,75607,99801.24,-24194.24,61349.68,25058.32,72150.68,-0.32,-32,-39.44,-96.55,95.43
Prod065,Cus010,Mark003,11-10-2020,16,4000,5320,-1320,-0.33,64000,85120,-21120,58680,9320,62680,-0.33,-33,-35.99,-226.61,97.94
Prod245,Cus020,Mark004,11-10-2020,540,86500,56225,30275,0.35,46710000,30361500,16348500,46653775,142725,46740275,0.35,35,35.04,11454.55,100.06
Prod123,Cus020,Mark004,11-10-2020,40,22778,14122.36,8655.64,0.38,911120,564894.4,346225.6,896997.64,36900.36,919775.64,0.38,38,38.6,938.27,100.95
Prod129,Cus020,Mark004,11-10-2020,54,43037,35290.34,7746.66,0.18,2323998,1905678.36,418319.64,2288707.66,78327.34,2331744.66,0.18,18,18.28,534.07,100.33
Prod252,Cus020,Mark004,11-10-2020,49,13435,11285.4,2149.6,0.16,658315,552984.6,105330.4,647029.6,24720.4,660464.6,0.16,16,16.28,426.09,100.33
Prod099,Cus020,Mark004,11-10-2020,107,72333,57143.07,15189.93,0.21,7739631,6114308.49,1625322.51,7682487.93,129476.07,7754820.93,0.21,21,21.16,1255.31,100.2
Prod105,Cus020,Mark004,11-10-2020,4,2042,1715.28,326.72,0.16,8168,6861.12,1306.88,6452.72,3757.28,8494.72,0.16,16,20.25,34.78,104
Prod216,Cus020,Mark004,11-10-2020,160,286759,338375.62,-51616.62,-0.18,45881440,54140099.2,-8258659.2,45543064.38,625134.62,45829823.38,-0.18,-18,-18.13,-1321.1,99.89
Prod102,Cus020,Mark004,11-10-2020,7,9884,6325.76,3558.24,0.36,69188,44280.32,24907.68,62862.24,16209.76,72746.24,0.36,36,39.62,153.66,105.14
Prod099,Cus005,Mark004,11-10-2020,89,22343,22789.86,-446.86,-0.02,1988527,2028297.54,-39770.54,1965737.14,45132.86,1988080.14,-0.02,-2,-2.02,-88.12,99.98
Prod135,Cus005,Mark004,11-10-2020,13,2356,2120.4,235.6,0.1,30628,27565.2,3062.8,28507.6,4476.4,30863.6,0.1,10,10.74,68.42,100.77
Prod239,Cus005,Mark004,11-10-2020,155,7273,7782.11,-509.11,-0.07,1127315,1206227.05,-78912.05,1119532.89,15055.11,1126805.89,-0.07,-7,-7.05,-524.15,99.95
Prod245,Cus005,Mark004,11-10-2020,120,10509,12505.71,-1996.71,-0.19,1261080,1500685.2,-239605.2,1248574.29,23014.71,1259083.29,-0.19,-19,-19.19,-1041.1,99.84
Prod013,Cus005,Mark004,11-10-2020,7,6204,7258.68,-1054.68,-0.17,43428,50810.76,-7382.76,36169.32,13462.68,42373.32,-0.17,-17,-20.41,-54.84,97.57
Prod178,Cus006,Mark004,11-10-2020,12,11986,10188.1,1797.9,0.15,143832,122257.2,21574.8,133643.9,22174.1,145629.9,0.15,15,16.14,97.3,101.25
Prod177,Cus006,Mark004,11-10-2020,29,35431,47123.23,-11692.23,-0.33,1027499,1366573.67,-339074.67,980375.77,82554.23,1015806.77,-0.33,-33,-34.59,-410.73,98.86
Prod239,Cus006,Mark004,11-10-2020,149,7491,5917.89,1573.11,0.21,1116159,881765.61,234393.39,1110241.11,13408.89,1117732.11,0.21,21,21.11,1748.04,100.14
Prod225,Cus006,Mark004,11-10-2020,13,31185,37110.15,-5925.15,-0.19,405405,482431.95,-77026.95,368294.85,68295.15,399479.85,-0.19,-19,-20.91,-112.79,98.54
Prod246,Cus006,Mark004,11-10-2020,5,630,516.6,113.4,0.18,3150,2583,567,2633.4,1146.6,3263.4,0.18,18,21.53,49.45,103.6
Prod278,Cus020,Mark011,12-10-2020,1,102,122.4,-20.4,-0.2,102,122.4,-20.4,-20.4,224.4,81.6,-0.2,-20,100,-9.09,80
Prod280,Cus020,Mark011,12-10-2020,1,65,79.3,-14.3,-0.22,65,79.3,-14.3,-14.3,144.3,50.7,-0.22,-22,100,-9.91,78
Prod295,Cus020,Mark011,12-10-2020,1,65,80.6,-15.6,-0.24,65,80.6,-15.6,-15.6,145.6,49.4,-0.24,-24,100,-10.71,76
Prod265,Cus020,Mark011,12-10-2020,1,116,154.28,-38.28,-0.33,116,154.28,-38.28,-38.28,270.28,77.72,-0.33,-33,100,-14.16,67
Prod264,Cus020,Mark011,12-10-2020,1,83,84.66,-1.66,-0.02,83,84.66,-1.66,-1.66,167.66,81.34,-0.02,-2,100,-0.99,98
Prod281,Cus020,Mark011,12-10-2020,1,97,91.18,5.82,0.06,97,91.18,5.82,5.82,188.18,102.82,0.06,6,100,3.09,106
Prod102,Cus020,Mark011,12-10-2020,1,79,99.54,-20.54,-0.26,79,99.54,-20.54,-20.54,178.54,58.46,-0.26,-26,100,-11.5,74
Prod269,Cus020,Mark011,12-10-2020,1,218,274.68,-56.68,-0.26,218,274.68,-56.68,-56.68,492.68,161.32,-0.26,-26,100,-11.5,74
Prod288,Cus020,Mark011,12-10-2020,1,162,102.06,59.94,0.37,162,102.06,59.94,59.94,264.06,221.94,0.37,37,100,22.7,137
Prod255,Cus020,Mark011,12-10-2020,1,144,159.84,-15.84,-0.11,144,159.84,-15.84,-15.84,303.84,128.16,-0.11,-11,100,-5.21,89
Prod286,Cus020,Mark011,12-10-2020,1,120,152.4,-32.4,-0.27,120,152.4,-32.4,-32.4,272.4,87.6,-0.27,-27,100,-11.89,73
Prod200,Cus020,Mark011,12-10-2020,1,46,43.24,2.76,0.06,46,43.24,2.76,2.76,89.24,48.76,0.06,6,100,3.09,106
Prod294,Cus020,Mark011,12-10-2020,1,51,58.14,-7.14,-0.14,51,58.14,-7.14,-7.14,109.14,43.86,-0.14,-14,100,-6.54,86
Prod279,Cus020,Mark011,12-10-2020,1,310,306.9,3.1,0.01,310,306.9,3.1,3.1,616.9,313.1,0.01,1,100,0.5,101
Prod271,Cus020,Mark011,12-10-2020,1,310,213.9,96.1,0.31,310,213.9,96.1,96.1,523.9,406.1,0.31,31,100,18.34,131
Prod267,Cus020,Mark011,12-10-2020,1,120,91.2,28.8,0.24,120,91.2,28.8,28.8,211.2,148.8,0.24,24,100,13.64,124
Prod275,Cus020,Mark011,12-10-2020,1,120,138,-18,-0.15,120,138,-18,-18,258,102,-0.15,-15,100,-6.98,85
Prod292,Cus020,Mark011,12-10-2020,1,194,161.02,32.98,0.17,194,161.02,32.98,32.98,355.02,226.98,0.17,17,100,9.29,117
Prod290,Cus020,Mark011,12-10-2020,1,292,227.76,64.24,0.22,292,227.76,64.24,64.24,519.76,356.24,0.22,22,100,12.36,122
Prod297,Cus020,Mark011,12-10-2020,1,167,161.99,5.01,0.03,167,161.99,5.01,5.01,328.99,172.01,0.03,3,100,1.52,103
Prod296,Cus020,Mark011,12-10-2020,1,495,465.3,29.7,0.06,495,465.3,29.7,29.7,960.3,524.7,0.06,6,100,3.09,106
Prod275,Cus019,Mark011,12-10-2020,1,255,303.45,-48.45,-0.19,255,303.45,-48.45,-48.45,558.45,206.55,-0.19,-19,100,-8.68,81
Prod057,Cus019,Mark011,12-10-2020,1,565,711.9,-146.9,-0.26,565,711.9,-146.9,-146.9,1276.9,418.1,-0.26,-26,100,-11.5,74
Prod269,Cus019,Mark011,12-10-2020,1,227,224.73,2.27,0.01,227,224.73,2.27,2.27,451.73,229.27,0.01,1,100,0.5,101
Prod117,Cus019,Mark011,12-10-2020,1,134,121.94,12.06,0.09,134,121.94,12.06,12.06,255.94,146.06,0.09,9,100,4.71,109
Prod270,Cus019,Mark011,12-10-2020,1,333,436.23,-103.23,-0.31,333,436.23,-103.23,-103.23,769.23,229.77,-0.31,-31,100,-13.42,69
Prod134,Cus019,Mark011,12-10-2020,1,181,235.3,-54.3,-0.3,181,235.3,-54.3,-54.3,416.3,126.7,-0.3,-30,100,-13.04,70
Prod100,Cus019,Mark011,12-10-2020,1,204,148.92,55.08,0.27,204,148.92,55.08,55.08,352.92,259.08,0.27,27,100,15.61,127
Prod290,Cus019,Mark011,12-10-2020,1,204,199.92,4.08,0.02,204,199.92,4.08,4.08,403.92,208.08,0.02,2,100,1.01,102
Prod296,Cus019,Mark011,12-10-2020,1,171,172.71,-1.71,-0.01,171,172.71,-1.71,-1.71,343.71,169.29,-0.01,-1,100,-0.5,99
Prod263,Cus019,Mark011,12-10-2020,1,69,57.27,11.73,0.17,69,57.27,11.73,11.73,126.27,80.73,0.17,17,100,9.29,117
Prod102,Cus019,Mark011,12-10-2020,1,83,95.45,-12.45,-0.15,83,95.45,-12.45,-12.45,178.45,70.55,-0.15,-15,100,-6.98,85
Prod267,Cus019,Mark011,12-10-2020,1,125,128.75,-3.75,-0.03,125,128.75,-3.75,-3.75,253.75,121.25,-0.03,-3,100,-1.48,97
Prod286,Cus019,Mark011,12-10-2020,1,65,50.05,14.95,0.23,65,50.05,14.95,14.95,115.05,79.95,0.23,23,100,12.99,123
Prod295,Cus019,Mark011,12-10-2020,1,65,72.8,-7.8,-0.12,65,72.8,-7.8,-7.8,137.8,57.2,-0.12,-12,100,-5.66,88
Prod294,Cus019,Mark011,12-10-2020,1,56,59.36,-3.36,-0.06,56,59.36,-3.36,-3.36,115.36,52.64,-0.06,-6,100,-2.91,94
Prod265,Cus019,Mark011,12-10-2020,1,111,87.69,23.31,0.21,111,87.69,23.31,23.31,198.69,134.31,0.21,21,100,11.73,121
Prod283,Cus019,Mark011,12-10-2020,1,46,62.1,-16.1,-0.35,46,62.1,-16.1,-16.1,108.1,29.9,-0.35,-35,100,-14.89,65
Prod105,Cus017,Mark011,12-10-2020,1,593,759.04,-166.04,-0.28,593,759.04,-166.04,-166.04,1352.04,426.96,-0.28,-28,100,-12.28,72
Prod286,Cus017,Mark011,12-10-2020,1,264,211.2,52.8,0.2,264,211.2,52.8,52.8,475.2,316.8,0.2,20,100,11.11,120
Prod295,Cus017,Mark011,12-10-2020,1,134,81.74,52.26,0.39,134,81.74,52.26,52.26,215.74,186.26,0.39,39,100,24.22,139
Prod292,Cus017,Mark011,12-10-2020,1,134,128.64,5.36,0.04,134,128.64,5.36,5.36,262.64,139.36,0.04,4,100,2.04,104
Prod290,Cus017,Mark011,12-10-2020,1,681,878.49,-197.49,-0.29,681,878.49,-197.49,-197.49,1559.49,483.51,-0.29,-29,100,-12.66,71
Prod280,Cus017,Mark011,12-10-2020,1,181,148.42,32.58,0.18,181,148.42,32.58,32.58,329.42,213.58,0.18,18,100,9.89,118
Prod053,Cus022,Mark011,12-10-2020,1,380,307.8,72.2,0.19,380,307.8,72.2,72.2,687.8,452.2,0.19,19,100,10.5,119
Prod053,Cus023,Mark011,12-10-2020,1,644,708.4,-64.4,-0.1,644,708.4,-64.4,-64.4,1352.4,579.6,-0.1,-10,100,-4.76,90
Prod134,Cus023,Mark011,12-10-2020,1,162,200.88,-38.88,-0.24,162,200.88,-38.88,-38.88,362.88,123.12,-0.24,-24,100,-10.71,76
Prod019,Cus007,Mark004,12-10-2020,1,269,263.62,5.38,0.02,269,263.62,5.38,5.38,532.62,274.38,0.02,2,100,1.01,102
Prod205,Cus007,Mark004,12-10-2020,1,162,121.5,40.5,0.25,162,121.5,40.5,40.5,283.5,202.5,0.25,25,100,14.29,125
Prod252,Cus007,Mark004,12-10-2020,1,176,126.72,49.28,0.28,176,126.72,49.28,49.28,302.72,225.28,0.28,28,100,16.28,128
Prod285,Cus007,Mark004,12-10-2020,1,153,149.94,3.06,0.02,153,149.94,3.06,3.06,302.94,156.06,0.02,2,100,1.01,102
Prod273,Cus007,Mark004,12-10-2020,1,97,101.85,-4.85,-0.05,97,101.85,-4.85,-4.85,198.85,92.15,-0.05,-5,100,-2.44,95
Prod102,Cus006,Mark004,12-10-2020,1,79,57.67,21.33,0.27,79,57.67,21.33,21.33,136.67,100.33,0.27,27,100,15.61,127
Prod140,Cus006,Mark004,12-10-2020,1,111,136.53,-25.53,-0.23,111,136.53,-25.53,-25.53,247.53,85.47,-0.23,-23,100,-10.31,77
Prod283,Cus006,Mark004,12-10-2020,1,46,45.08,0.92,0.02,46,45.08,0.92,0.92,91.08,46.92,0.02,2,100,1.01,102
Prod278,Cus006,Mark004,12-10-2020,1,157,191.54,-34.54,-0.22,157,191.54,-34.54,-34.54,348.54,122.46,-0.22,-22,100,-9.91,78
Prod101,Cus006,Mark004,12-10-2020,1,148,164.28,-16.28,-0.11,148,164.28,-16.28,-16.28,312.28,131.72,-0.11,-11,100,-5.21,89
Prod099,Cus006,Mark004,12-10-2020,1,306,293.76,12.24,0.04,306,293.76,12.24,12.24,599.76,318.24,0.04,4,100,2.04,104
Prod117,Cus006,Mark004,12-10-2020,1,65,66.95,-1.95,-0.03,65,66.95,-1.95,-1.95,131.95,63.05,-0.03,-3,100,-1.48,97
Prod135,Cus006,Mark004,12-10-2020,1,241,224.13,16.87,0.07,241,224.13,16.87,16.87,465.13,257.87,0.07,7,100,3.63,107
Prod137,Cus006,Mark004,12-10-2020,1,324,343.44,-19.44,-0.06,324,343.44,-19.44,-19.44,667.44,304.56,-0.06,-6,100,-2.91,94
Prod252,Cus006,Mark004,12-10-2020,1,222,199.8,22.2,0.1,222,199.8,22.2,22.2,421.8,244.2,0.1,10,100,5.26,110
Prod265,Cus006,Mark004,12-10-2020,1,153,188.19,-35.19,-0.23,153,188.19,-35.19,-35.19,341.19,117.81,-0.23,-23,100,-10.31,77
Prod274,Cus006,Mark004,12-10-2020,1,97,130.95,-33.95,-0.35,97,130.95,-33.95,-33.95,227.95,63.05,-0.35,-35,100,-14.89,65
Prod281,Cus006,Mark004,12-10-2020,1,42,52.92,-10.92,-0.26,42,52.92,-10.92,-10.92,94.92,31.08,-0.26,-26,100,-11.5,74
Prod296,Cus006,Mark004,12-10-2020,1,324,340.2,-16.2,-0.05,324,340.2,-16.2,-16.2,664.2,307.8,-0.05,-5,100,-2.44,95
Prod297,Cus006,Mark004,12-10-2020,1,162,210.6,-48.6,-0.3,162,210.6,-48.6,-48.6,372.6,113.4,-0.3,-30,100,-13.04,70
Prod216,Cus006,Mark004,12-10-2020,1,454,608.36,-154.36,-0.34,454,608.36,-154.36,-154.36,1062.36,299.64,-0.34,-34,100,-14.53,66
Prod102,Cus006,Mark004,12-10-2020,1,556,622.72,-66.72,-0.12,556,622.72,-66.72,-66.72,1178.72,489.28,-0.12,-12,100,-5.66,88
Prod276,Cus006,Mark004,12-10-2020,1,134,134,0,0,134,134,0,0,268,134,0,0,#DIV/0!,0,100
Prod292,Cus006,Mark004,12-10-2020,1,134,128.64,5.36,0.04,134,128.64,5.36,5.36,262.64,139.36,0.04,4,100,2.04,104
Prod113,Cus006,Mark004,12-10-2020,1,74,45.14,28.86,0.39,74,45.14,28.86,28.86,119.14,102.86,0.39,39,100,24.22,139
Prod200,Cus006,Mark004,12-10-2020,1,74,95.46,-21.46,-0.29,74,95.46,-21.46,-21.46,169.46,52.54,-0.29,-29,100,-12.66,71
Prod105,Cus006,Mark004,12-10-2020,1,56,54.88,1.12,0.02,56,54.88,1.12,1.12,110.88,57.12,0.02,2,100,1.01,102
Prod280,Cus006,Mark004,12-10-2020,1,37,45.14,-8.14,-0.22,37,45.14,-8.14,-8.14,82.14,28.86,-0.22,-22,100,-9.91,78
Prod221,Cus020,Mark004,12-10-2020,1,116,151.96,-35.96,-0.31,116,151.96,-35.96,-35.96,267.96,80.04,-0.31,-31,100,-13.42,69
Prod114,Cus020,Mark004,12-10-2020,1,190,178.6,11.4,0.06,190,178.6,11.4,11.4,368.6,201.4,0.06,6,100,3.09,106
Prod116,Cus020,Mark004,12-10-2020,1,190,146.3,43.7,0.23,190,146.3,43.7,43.7,336.3,233.7,0.23,23,100,12.99,123
Prod212,Cus020,Mark004,12-10-2020,1,296,219.04,76.96,0.26,296,219.04,76.96,76.96,515.04,372.96,0.26,26,100,14.94,126
Prod213,Cus020,Mark004,12-10-2020,1,88,102.96,-14.96,-0.17,88,102.96,-14.96,-14.96,190.96,73.04,-0.17,-17,100,-7.83,83
Prod252,Cus020,Mark004,12-10-2020,1,370,270.1,99.9,0.27,370,270.1,99.9,99.9,640.1,469.9,0.27,27,100,15.61,127
Prod104,Cus020,Mark004,12-10-2020,1,375,393.75,-18.75,-0.05,375,393.75,-18.75,-18.75,768.75,356.25,-0.05,-5,100,-2.44,95
Prod219,Cus020,Mark004,12-10-2020,1,597,519.39,77.61,0.13,597,519.39,77.61,77.61,1116.39,674.61,0.13,13,100,6.95,113
Prod263,Cus005,Mark004,12-10-2020,1,208,180.96,27.04,0.13,208,180.96,27.04,27.04,388.96,235.04,0.13,13,100,6.95,113
Prod219,Cus005,Mark004,12-10-2020,1,315,270.9,44.1,0.14,315,270.9,44.1,44.1,585.9,359.1,0.14,14,100,7.53,114
Prod187,Cus005,Mark004,12-10-2020,1,370,247.9,122.1,0.33,370,247.9,122.1,122.1,617.9,492.1,0.33,33,100,19.76,133
Prod270,Cus005,Mark004,12-10-2020,1,370,499.5,-129.5,-0.35,370,499.5,-129.5,-129.5,869.5,240.5,-0.35,-35,100,-14.89,65
Prod273,Cus005,Mark004,12-10-2020,1,204,234.6,-30.6,-0.15,204,234.6,-30.6,-30.6,438.6,173.4,-0.15,-15,100,-6.98,85
Prod102,Cus005,Mark004,12-10-2020,1,639,530.37,108.63,0.17,639,530.37,108.63,108.63,1169.37,747.63,0.17,17,100,9.29,117
Prod129,Cus005,Mark004,12-10-2020,1,245,252.35,-7.35,-0.03,245,252.35,-7.35,-7.35,497.35,237.65,-0.03,-3,100,-1.48,97
Prod278,Cus005,Mark004,12-10-2020,1,407,268.62,138.38,0.34,407,268.62,138.38,138.38,675.62,545.38,0.34,34,100,20.48,134
Prod279,Cus005,Mark004,12-10-2020,1,366,219.6,146.4,0.4,366,219.6,146.4,146.4,585.6,512.4,0.4,40,100,25,140
Prod216,Cus005,Mark004,12-10-2020,1,1264,1453.6,-189.6,-0.15,1264,1453.6,-189.6,-189.6,2717.6,1074.4,-0.15,-15,100,-6.98,85
Prod224,Cus005,Mark004,12-10-2020,1,648,531.36,116.64,0.18,648,531.36,116.64,116.64,1179.36,764.64,0.18,18,100,9.89,118
Prod297,Cus005,Mark004,12-10-2020,1,431,331.87,99.13,0.23,431,331.87,99.13,99.13,762.87,530.13,0.23,23,100,12.99,123
Prod117,Cus005,Mark004,12-10-2020,1,116,76.56,39.44,0.34,116,76.56,39.44,39.44,192.56,155.44,0.34,34,100,20.48,134
Prod276,Cus005,Mark004,12-10-2020,1,116,73.08,42.92,0.37,116,73.08,42.92,42.92,189.08,158.92,0.37,37,100,22.7,137
Prod113,Cus005,Mark004,12-10-2020,1,88,103.84,-15.84,-0.18,88,103.84,-15.84,-15.84,191.84,72.16,-0.18,-18,100,-8.26,82
Prod105,Cus005,Mark004,12-10-2020,1,167,218.77,-51.77,-0.31,167,218.77,-51.77,-51.77,385.77,115.23,-0.31,-31,100,-13.42,69
Prod283,Cus005,Mark004,12-10-2020,1,167,215.43,-48.43,-0.29,167,215.43,-48.43,-48.43,382.43,118.57,-0.29,-29,100,-12.66,71
